id,quality_grade,image_url,scientific_name,common_name
198327248,research,https://inaturalist-open-data.s3.amazonaws.com/photos/349528427/medium.jpeg,Hirundo rustica,Деревенская ласточка
200196334,research,https://inaturalist-open-data.s3.amazonaws.com/photos/353136528/medium.jpg,Hirundo rustica,Деревенская ласточка
214441127,research,https://static.inaturalist.org/photos/379032766/medium.jpg,Hirundo rustica,Деревенская ласточка
215551016,research,https://inaturalist-open-data.s3.amazonaws.com/photos/381106076/medium.jpeg,Hirundo rustica,Деревенская ласточка
216371274,research,https://static.inaturalist.org/photos/382651438/medium.jpg,Hirundo rustica,Деревенская ласточка
217574570,research,https://inaturalist-open-data.s3.amazonaws.com/photos/384917225/medium.jpg,Hirundo rustica,Деревенская ласточка
218204898,research,https://inaturalist-open-data.s3.amazonaws.com/photos/386099858/medium.jpg,Hirundo rustica,Деревенская ласточка
220007024,research,https://inaturalist-open-data.s3.amazonaws.com/photos/389473748/medium.jpg,Hirundo rustica,Деревенская ласточка
220724546,research,https://inaturalist-open-data.s3.amazonaws.com/photos/390809067/medium.jpg,Hirundo rustica,Деревенская ласточка
220948852,research,https://static.inaturalist.org/photos/391236791/medium.jpg,Hirundo rustica,Деревенская ласточка
221585831,research,https://static.inaturalist.org/photos/392415007/medium.jpg,Hirundo rustica,Деревенская ласточка
223745429,research,https://inaturalist-open-data.s3.amazonaws.com/photos/396488044/medium.jpeg,Hirundo rustica,Деревенская ласточка
227511930,research,https://inaturalist-open-data.s3.amazonaws.com/photos/403619592/medium.jpg,Hirundo rustica,Деревенская ласточка
227512035,research,https://inaturalist-open-data.s3.amazonaws.com/photos/403619791/medium.jpg,Hirundo rustica,Деревенская ласточка
228183185,research,https://inaturalist-open-data.s3.amazonaws.com/photos/404894057/medium.jpeg,Hirundo rustica,Деревенская ласточка
228388713,research,https://inaturalist-open-data.s3.amazonaws.com/photos/405283294/medium.jpg,Hirundo rustica,Деревенская ласточка
228436955,research,https://inaturalist-open-data.s3.amazonaws.com/photos/405366374/medium.jpeg,Hirundo rustica,Деревенская ласточка
228489771,research,https://static.inaturalist.org/photos/405482640/medium.jpeg,Hirundo rustica,Деревенская ласточка
230300027,research,https://inaturalist-open-data.s3.amazonaws.com/photos/408904586/medium.jpeg,Hirundo rustica,Деревенская ласточка
230300458,research,https://inaturalist-open-data.s3.amazonaws.com/photos/408905534/medium.jpeg,Hirundo rustica,Деревенская ласточка
232358323,research,https://static.inaturalist.org/photos/412794438/medium.jpeg,Hirundo rustica,Деревенская ласточка
232646379,research,https://inaturalist-open-data.s3.amazonaws.com/photos/413349044/medium.jpeg,Hirundo rustica,Деревенская ласточка
234732115,research,https://inaturalist-open-data.s3.amazonaws.com/photos/417343572/medium.jpeg,Hirundo rustica,Деревенская ласточка
234844469,research,https://inaturalist-open-data.s3.amazonaws.com/photos/417565308/medium.jpg,Hirundo rustica,Деревенская ласточка
235899070,research,https://inaturalist-open-data.s3.amazonaws.com/photos/419599872/medium.jpeg,Hirundo rustica,Деревенская ласточка
236696755,research,https://static.inaturalist.org/photos/421133952/medium.jpg,Hirundo rustica,Деревенская ласточка
238468736,research,https://static.inaturalist.org/photos/424546438/medium.jpg,Hirundo rustica,Деревенская ласточка
239235689,research,https://static.inaturalist.org/photos/426039987/medium.jpg,Hirundo rustica,Деревенская ласточка
239857526,research,https://inaturalist-open-data.s3.amazonaws.com/photos/427249246/medium.jpeg,Hirundo rustica,Деревенская ласточка
240180599,research,https://static.inaturalist.org/photos/427866407/medium.jpg,Hirundo rustica,Деревенская ласточка
256811644,research,https://inaturalist-open-data.s3.amazonaws.com/photos/460536764/medium.jpg,Hirundo rustica,Деревенская ласточка
269474457,research,https://inaturalist-open-data.s3.amazonaws.com/photos/484521501/medium.jpg,Hirundo rustica,Деревенская ласточка
269498716,research,https://inaturalist-open-data.s3.amazonaws.com/photos/484565113/medium.jpg,Hirundo rustica,Деревенская ласточка
275861842,research,https://inaturalist-open-data.s3.amazonaws.com/photos/495553253/medium.jpg,Hirundo rustica,Деревенская ласточка
275891757,research,https://inaturalist-open-data.s3.amazonaws.com/photos/495597594/medium.jpg,Hirundo rustica,Деревенская ласточка
277325401,research,https://static.inaturalist.org/photos/497967106/medium.jpg,Hirundo rustica,Деревенская ласточка
278677823,research,https://inaturalist-open-data.s3.amazonaws.com/photos/500395804/medium.jpg,Hirundo rustica,Деревенская ласточка
278730360,research,https://static.inaturalist.org/photos/500489148/medium.jpg,Hirundo rustica,Деревенская ласточка
279232629,research,https://inaturalist-open-data.s3.amazonaws.com/photos/501411535/medium.jpeg,Hirundo rustica,Деревенская ласточка
282147379,research,https://static.inaturalist.org/photos/506877387/medium.jpg,Hirundo rustica,Деревенская ласточка
282888510,research,https://static.inaturalist.org/photos/508270744/medium.jpg,Hirundo rustica,Деревенская ласточка
282888537,research,https://static.inaturalist.org/photos/508271781/medium.jpg,Hirundo rustica,Деревенская ласточка
282888562,research,https://static.inaturalist.org/photos/508273231/medium.jpg,Hirundo rustica,Деревенская ласточка
283741262,research,https://inaturalist-open-data.s3.amazonaws.com/photos/509860689/medium.jpg,Hirundo rustica,Деревенская ласточка
283744472,research,https://inaturalist-open-data.s3.amazonaws.com/photos/509866170/medium.jpg,Hirundo rustica,Деревенская ласточка
283952437,research,https://inaturalist-open-data.s3.amazonaws.com/photos/510262826/medium.jpg,Hirundo rustica,Деревенская ласточка
283954818,research,https://inaturalist-open-data.s3.amazonaws.com/photos/510267391/medium.jpg,Hirundo rustica,Деревенская ласточка
283968646,research,https://inaturalist-open-data.s3.amazonaws.com/photos/510292847/medium.jpg,Hirundo rustica,Деревенская ласточка
283977880,research,https://inaturalist-open-data.s3.amazonaws.com/photos/510310273/medium.jpg,Hirundo rustica,Деревенская ласточка
283980193,research,https://inaturalist-open-data.s3.amazonaws.com/photos/510314655/medium.jpg,Hirundo rustica,Деревенская ласточка
285069054,research,https://inaturalist-open-data.s3.amazonaws.com/photos/512373969/medium.jpg,Hirundo rustica,Деревенская ласточка
287284179,research,https://static.inaturalist.org/photos/516546264/medium.jpg,Hirundo rustica,Деревенская ласточка
288238966,research,https://inaturalist-open-data.s3.amazonaws.com/photos/518332792/medium.jpg,Hirundo rustica,Деревенская ласточка
290074825,research,https://inaturalist-open-data.s3.amazonaws.com/photos/521794934/medium.jpg,Hirundo rustica,Деревенская ласточка
290658734,research,https://inaturalist-open-data.s3.amazonaws.com/photos/522899002/medium.jpg,Hirundo rustica,Деревенская ласточка
290875687,research,https://inaturalist-open-data.s3.amazonaws.com/photos/523309896/medium.jpg,Hirundo rustica,Деревенская ласточка
293708132,research,https://inaturalist-open-data.s3.amazonaws.com/photos/528603558/medium.jpg,Hirundo rustica,Деревенская ласточка
295425047,research,https://inaturalist-open-data.s3.amazonaws.com/photos/531832763/medium.jpg,Hirundo rustica,Деревенская ласточка
295425184,research,https://inaturalist-open-data.s3.amazonaws.com/photos/531832889/medium.jpg,Hirundo rustica,Деревенская ласточка
295670335,research,https://inaturalist-open-data.s3.amazonaws.com/photos/532300091/medium.jpg,Hirundo rustica,Деревенская ласточка
296510902,research,https://static.inaturalist.org/photos/533909024/medium.jpg,Hirundo rustica,Деревенская ласточка
296925954,research,https://inaturalist-open-data.s3.amazonaws.com/photos/534703208/medium.jpg,Hirundo rustica,Деревенская ласточка
297388784,research,https://inaturalist-open-data.s3.amazonaws.com/photos/535523341/medium.jpg,Hirundo rustica,Деревенская ласточка
297388818,research,https://inaturalist-open-data.s3.amazonaws.com/photos/535525499/medium.jpg,Hirundo rustica,Деревенская ласточка
297388835,research,https://inaturalist-open-data.s3.amazonaws.com/photos/535527783/medium.jpg,Hirundo rustica,Деревенская ласточка
297390722,research,https://inaturalist-open-data.s3.amazonaws.com/photos/535577432/medium.jpg,Hirundo rustica,Деревенская ласточка
299903210,research,https://static.inaturalist.org/photos/540320016/medium.jpg,Hirundo rustica,Деревенская ласточка
300120359,research,https://inaturalist-open-data.s3.amazonaws.com/photos/540725390/medium.jpg,Hirundo rustica,Деревенская ласточка
302324378,research,https://static.inaturalist.org/photos/544846914/medium.jpg,Hirundo rustica,Деревенская ласточка
303224099,research,https://inaturalist-open-data.s3.amazonaws.com/photos/546509993/medium.jpg,Hirundo rustica,Деревенская ласточка
304269095,research,https://static.inaturalist.org/photos/548488972/medium.jpg,Hirundo rustica,Деревенская ласточка
307219494,research,https://inaturalist-open-data.s3.amazonaws.com/photos/554110558/medium.jpg,Hirundo rustica,Деревенская ласточка
307915708,research,https://static.inaturalist.org/photos/555464903/medium.jpg,Hirundo rustica,Деревенская ласточка
308370405,research,https://inaturalist-open-data.s3.amazonaws.com/photos/556338217/medium.jpg,Hirundo rustica,Деревенская ласточка
309238200,research,https://inaturalist-open-data.s3.amazonaws.com/photos/558004612/medium.jpg,Hirundo rustica,Деревенская ласточка
309238215,research,https://inaturalist-open-data.s3.amazonaws.com/photos/558004670/medium.jpg,Hirundo rustica,Деревенская ласточка
309791450,research,https://inaturalist-open-data.s3.amazonaws.com/photos/559061624/medium.jpg,Hirundo rustica,Деревенская ласточка
310049572,research,https://inaturalist-open-data.s3.amazonaws.com/photos/559529817/medium.jpg,Hirundo rustica,Деревенская ласточка
311415167,research,https://static.inaturalist.org/photos/562165204/medium.jpg,Hirundo rustica,Деревенская ласточка
314589262,research,https://static.inaturalist.org/photos/568196922/medium.jpg,Hirundo rustica,Деревенская ласточка
315581044,research,https://inaturalist-open-data.s3.amazonaws.com/photos/570099375/medium.jpg,Hirundo rustica,Деревенская ласточка
315581707,research,https://inaturalist-open-data.s3.amazonaws.com/photos/570100723/medium.jpg,Hirundo rustica,Деревенская ласточка
320495455,research,https://inaturalist-open-data.s3.amazonaws.com/photos/579437427/medium.jpg,Hirundo rustica,Деревенская ласточка
327547747,research,https://inaturalist-open-data.s3.amazonaws.com/photos/593430655/medium.jpg,Hirundo rustica,Деревенская ласточка
327673056,research,https://inaturalist-open-data.s3.amazonaws.com/photos/593672977/medium.jpg,Hirundo rustica,Деревенская ласточка
