id,quality_grade,image_url,scientific_name,common_name,class_name
235075687,research,https://inaturalist-open-data.s3.amazonaws.com/photos/418011571/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
235075830,research,https://inaturalist-open-data.s3.amazonaws.com/photos/418011768/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
235083595,research,https://static.inaturalist.org/photos/418021168/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
235166247,research,https://inaturalist-open-data.s3.amazonaws.com/photos/418171211/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
236491741,research,https://inaturalist-open-data.s3.amazonaws.com/photos/420739712/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
238043899,research,https://inaturalist-open-data.s3.amazonaws.com/photos/423736646/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
238468725,research,https://static.inaturalist.org/photos/424546117/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
240612814,research,https://inaturalist-open-data.s3.amazonaws.com/photos/428697728/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
241439179,research,https://inaturalist-open-data.s3.amazonaws.com/photos/430305816/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
243053241,research,https://static.inaturalist.org/photos/433358219/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
247098641,research,https://static.inaturalist.org/photos/441252272/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
249906731,research,https://inaturalist-open-data.s3.amazonaws.com/photos/446826402/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
267259803,research,https://inaturalist-open-data.s3.amazonaws.com/photos/480266882/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
268216016,research,https://static.inaturalist.org/photos/482092478/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
268499753,research,https://static.inaturalist.org/photos/482639338/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
268757832,research,https://inaturalist-open-data.s3.amazonaws.com/photos/483130756/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
271736612,research,https://inaturalist-open-data.s3.amazonaws.com/photos/488818655/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
273179756,research,https://static.inaturalist.org/photos/491373450/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
277325392,research,https://static.inaturalist.org/photos/497967031/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
277325402,research,https://static.inaturalist.org/photos/497967258/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
279238042,research,https://inaturalist-open-data.s3.amazonaws.com/photos/501421448/medium.jpeg,Carduelis carduelis,Черноголовый щегол,goldfinch
280348995,research,https://inaturalist-open-data.s3.amazonaws.com/photos/503501507/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
280357290,research,https://inaturalist-open-data.s3.amazonaws.com/photos/503517286/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
280501142,research,https://inaturalist-open-data.s3.amazonaws.com/photos/503797422/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
280606343,research,https://static.inaturalist.org/photos/503985730/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
283722377,research,https://static.inaturalist.org/photos/509826414/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
285410828,research,https://static.inaturalist.org/photos/512997294/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
286227551,research,https://inaturalist-open-data.s3.amazonaws.com/photos/514548362/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
286338417,research,https://inaturalist-open-data.s3.amazonaws.com/photos/514754282/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
286356866,research,https://inaturalist-open-data.s3.amazonaws.com/photos/514789034/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
287689085,research,https://inaturalist-open-data.s3.amazonaws.com/photos/517267299/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
288536679,research,https://static.inaturalist.org/photos/518897947/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
290200349,research,https://inaturalist-open-data.s3.amazonaws.com/photos/522026181/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
290631999,research,https://inaturalist-open-data.s3.amazonaws.com/photos/522848670/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
290876630,research,https://inaturalist-open-data.s3.amazonaws.com/photos/523311483/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
293808235,research,https://inaturalist-open-data.s3.amazonaws.com/photos/528788201/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
294527010,research,https://inaturalist-open-data.s3.amazonaws.com/photos/530141316/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
297359313,research,https://inaturalist-open-data.s3.amazonaws.com/photos/535501764/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
297359356,research,https://inaturalist-open-data.s3.amazonaws.com/photos/535510698/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
297962828,research,https://inaturalist-open-data.s3.amazonaws.com/photos/536659920/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
299521823,research,https://inaturalist-open-data.s3.amazonaws.com/photos/539614519/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
303400563,research,https://inaturalist-open-data.s3.amazonaws.com/photos/546850390/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
305511825,research,https://static.inaturalist.org/photos/550850262/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
309791801,research,https://inaturalist-open-data.s3.amazonaws.com/photos/559062747/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
310049568,research,https://inaturalist-open-data.s3.amazonaws.com/photos/559529018/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
311763952,research,https://inaturalist-open-data.s3.amazonaws.com/photos/562817944/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
312157481,research,https://inaturalist-open-data.s3.amazonaws.com/photos/563564039/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
312521578,research,https://inaturalist-open-data.s3.amazonaws.com/photos/564263787/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
314532855,research,https://inaturalist-open-data.s3.amazonaws.com/photos/568100865/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
314646697,research,https://inaturalist-open-data.s3.amazonaws.com/photos/568314115/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
319494569,research,https://inaturalist-open-data.s3.amazonaws.com/photos/577543885/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
319820092,research,https://inaturalist-open-data.s3.amazonaws.com/photos/578165550/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
320495580,research,https://inaturalist-open-data.s3.amazonaws.com/photos/579468543/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
321405043,research,https://inaturalist-open-data.s3.amazonaws.com/photos/581264906/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
323942252,research,https://inaturalist-open-data.s3.amazonaws.com/photos/586234263/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
327684146,research,https://inaturalist-open-data.s3.amazonaws.com/photos/593693283/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
327744528,research,https://inaturalist-open-data.s3.amazonaws.com/photos/593788859/medium.jpg,Carduelis carduelis,Черноголовый щегол,goldfinch
20884183,research,https://inaturalist-open-data.s3.amazonaws.com/photos/32223519/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
37447140,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59365652/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
37481142,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59425931/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
37481152,research,https://inaturalist-open-data.s3.amazonaws.com/photos/59425970/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
39532153,research,https://inaturalist-open-data.s3.amazonaws.com/photos/62728803/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
41422360,research,https://inaturalist-open-data.s3.amazonaws.com/photos/65711595/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
63840359,research,https://inaturalist-open-data.s3.amazonaws.com/photos/102528760/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
75785670,research,https://inaturalist-open-data.s3.amazonaws.com/photos/124016459/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
75785671,research,https://inaturalist-open-data.s3.amazonaws.com/photos/124016501/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
83248675,research,https://inaturalist-open-data.s3.amazonaws.com/photos/136709390/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
94119169,research,https://inaturalist-open-data.s3.amazonaws.com/photos/156089452/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
103594138,research,https://inaturalist-open-data.s3.amazonaws.com/photos/173418494/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
105663158,research,https://static.inaturalist.org/photos/177336481/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
105663197,research,https://static.inaturalist.org/photos/177336715/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
105663198,research,https://static.inaturalist.org/photos/177336718/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
114800693,research,https://static.inaturalist.org/photos/193808598/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
117482774,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410052/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
117482788,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410161/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
117482858,research,https://inaturalist-open-data.s3.amazonaws.com/photos/198410590/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
122806945,research,https://inaturalist-open-data.s3.amazonaws.com/photos/207953335/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
132990261,research,https://inaturalist-open-data.s3.amazonaws.com/photos/226460240/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
134021632,research,https://inaturalist-open-data.s3.amazonaws.com/photos/228378112/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
134869620,research,https://inaturalist-open-data.s3.amazonaws.com/photos/229956976/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
135944979,research,https://inaturalist-open-data.s3.amazonaws.com/photos/231942625/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
136304442,research,https://static.inaturalist.org/photos/232603965/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
142084279,research,https://inaturalist-open-data.s3.amazonaws.com/photos/243536346/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
142552072,research,https://inaturalist-open-data.s3.amazonaws.com/photos/244414775/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
154076850,research,https://static.inaturalist.org/photos/266191653/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
155503566,research,https://static.inaturalist.org/photos/268806092/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
159713859,research,https://static.inaturalist.org/photos/275956607/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
159713868,research,https://static.inaturalist.org/photos/275957661/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
160779987,research,https://static.inaturalist.org/photos/277853043/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
160869807,research,https://inaturalist-open-data.s3.amazonaws.com/photos/278023747/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
178851001,research,https://static.inaturalist.org/photos/311285675/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
178851002,research,https://static.inaturalist.org/photos/311286136/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
180803401,research,https://static.inaturalist.org/photos/315005037/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
181636445,research,https://inaturalist-open-data.s3.amazonaws.com/photos/316541846/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
181761292,research,https://static.inaturalist.org/photos/316778278/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
181891753,research,https://inaturalist-open-data.s3.amazonaws.com/photos/317037096/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
182235432,research,https://inaturalist-open-data.s3.amazonaws.com/photos/317698674/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
183127142,research,https://inaturalist-open-data.s3.amazonaws.com/photos/319433945/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
183258644,research,https://inaturalist-open-data.s3.amazonaws.com/photos/319685912/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
183259560,research,https://inaturalist-open-data.s3.amazonaws.com/photos/319687431/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
183514883,research,https://static.inaturalist.org/photos/320175582/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
183886975,research,https://inaturalist-open-data.s3.amazonaws.com/photos/320884153/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
184235786,research,https://inaturalist-open-data.s3.amazonaws.com/photos/321567511/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
184305511,research,https://inaturalist-open-data.s3.amazonaws.com/photos/321694514/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
184724865,research,https://static.inaturalist.org/photos/322482673/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
200196228,research,https://inaturalist-open-data.s3.amazonaws.com/photos/353136385/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
208957083,research,https://static.inaturalist.org/photos/369752330/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
220742339,research,https://inaturalist-open-data.s3.amazonaws.com/photos/390849571/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
223739469,research,https://inaturalist-open-data.s3.amazonaws.com/photos/396486898/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
225317050,research,https://static.inaturalist.org/photos/399460392/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
234740474,research,https://inaturalist-open-data.s3.amazonaws.com/photos/417360802/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
234740832,research,https://inaturalist-open-data.s3.amazonaws.com/photos/417361706/medium.jpeg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
238468714,research,https://static.inaturalist.org/photos/424545892/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
241137387,research,https://static.inaturalist.org/photos/429718436/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
244343321,research,https://inaturalist-open-data.s3.amazonaws.com/photos/435831422/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
244343911,research,https://inaturalist-open-data.s3.amazonaws.com/photos/435832784/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
258937216,research,https://inaturalist-open-data.s3.amazonaws.com/photos/464698215/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
258937225,research,https://inaturalist-open-data.s3.amazonaws.com/photos/464698232/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
258937240,research,https://inaturalist-open-data.s3.amazonaws.com/photos/464698256/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
258937241,research,https://inaturalist-open-data.s3.amazonaws.com/photos/464698266/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
273179689,research,https://static.inaturalist.org/photos/491368769/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
276586120,research,https://static.inaturalist.org/photos/496672613/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
278730359,research,https://static.inaturalist.org/photos/500488980/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
279260691,research,https://static.inaturalist.org/photos/501456724/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
286895564,research,https://inaturalist-open-data.s3.amazonaws.com/photos/515812080/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
287066507,research,https://static.inaturalist.org/photos/516127381/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
303408540,research,https://inaturalist-open-data.s3.amazonaws.com/photos/546846593/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
305754998,research,https://inaturalist-open-data.s3.amazonaws.com/photos/551321147/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
305755344,research,https://inaturalist-open-data.s3.amazonaws.com/photos/551322065/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
307915689,research,https://static.inaturalist.org/photos/555463378/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
307915699,research,https://static.inaturalist.org/photos/555463879/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
308005433,research,https://inaturalist-open-data.s3.amazonaws.com/photos/555632719/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
310049540,research,https://inaturalist-open-data.s3.amazonaws.com/photos/559526227/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
312170991,research,https://inaturalist-open-data.s3.amazonaws.com/photos/563589506/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
312755851,research,https://inaturalist-open-data.s3.amazonaws.com/photos/564717758/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
314589252,research,https://static.inaturalist.org/photos/568195586/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
314589256,research,https://static.inaturalist.org/photos/568196031/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
314589299,research,https://static.inaturalist.org/photos/568199514/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
314830111,research,https://inaturalist-open-data.s3.amazonaws.com/photos/568666510/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
320495503,research,https://inaturalist-open-data.s3.amazonaws.com/photos/579447545/medium.jpg,Phylloscopus collybita,Пеночка-теньковка,chiffchaff
